Prefix,Prefix Length,Destination,Traffic Type,Operator,Exact Match Flag
19099,5,,IVR,PC - G3 AudioText,N
19100,5,,IVR,PC - G3 AudioText,N
1911,4,,IVR,PC - G3 AudioText,N
1912,4,,IVR,PC - G3 AudioText,N
1913,4,,IVR,PC - G3 AudioText,N
1914,4,,IVR,PC - G3 AudioText,N
1915,4,,IVR,PC - G3 AudioText,N
1917,4,,IVR,PC - G3 AudioText,N
1918,4,,IVR,PC - G3 AudioText,N
1919,4,,IVR,PC - G3 AudioText,N
1922,4,,IVR,PC - G3 AudioText,N
1923,4,,IVR,PC - G3 AudioText,N
19232,5,,IVR,PC - G3 AudioText,N
1924,4,,IVR,PC - G3 AudioText,N
1926,4,,IVR,PC - G3 AudioText,N
1927,4,,IVR,PC - G3 AudioText,N
1928,4,,IVR,PC - G3 AudioText,N
1929,4,,IVR,PC - G3 AudioText,N
1932,4,,IVR,PC - G3 AudioText,N
1933,4,,IVR,PC - G3 AudioText,N
1934,4,,IVR,PC - G3 AudioText,N
19345,5,,IVR,PC - G3 AudioText,N
1935,4,,IVR,PC - G3 AudioText,N
1936,4,,IVR,PC - G3 AudioText,N
1937,4,,IVR,PC - G3 AudioText,N
1938,4,,IVR,PC - G3 AudioText,N
19401,5,,IVR,PC - G3 AudioText,N
19402,5,,IVR,PC - G3 AudioText,N
19403,5,,IVR,PC - G3 AudioText,N
19404,5,,IVR,PC - G3 \ Adio Text,N
19405,5,,IVR,PC - G3 AudioText,N
19408,5,,IVR,PC - G3 AudioText,N
19409,5,,IVR,Palestinian centre for Academic studies,N
1941,4,,IVR,PC - G3 AudioText,N
19410,5,,IVR,PC - G3 AudioText,N
19414,5,,IVR,PC - G3 AudioText,N
19416,5,,IVR,PC - G3 AudioText,N
19419,5,,IVR,PC - G3 AudioText,N
1942,4,,IVR,PC - G3 AudioText,N
19422,5,,IVR,PC - G3 \ Audio Text,N
19424,5,,IVR,Afkar Bank,N
19425,5,,IVR,Unknown,N
1943,4,,IVR,PC - G3 AudioText,N
19432,5,,IVR,PC - G3 AudioText,N
19434,5,,IVR,PC - G3 AudioText,N
19437,5,,IVR,PC - G3 AudioText,N
19438,5,,IVR,PC - G3 AudioText,N
1944,4,,IVR,PC - G3 AudioText,N
19440,5,,IVR,PC - G3 AudioText,N
19442,5,,IVR,PC - G3 AudioText,N
19443,5,,IVR,PC - G3 AudioText,N
19444,5,,IVR,PC - G3 AudioText,N
19446,5,,IVR,PC - G3 AudioText,N
1945,4,,IVR,PC - G3 AudioText,N
19450,5,,IVR,PC - G3 AudioText,N
19451,5,,IVR,PC - G3/ Audio Text,N
19452,5,,IVR,Unknown,N
19454,5,,IVR,PC - G3 AudioText,N
19455,5,,IVR,PC - G3 AudioText,N
1946,4,,IVR,PC - G3 AudioText,N
19464,5,,IVR,PC - G3 AudioText,N
19465,5,,IVR,PC - G3 AudioText,N
19468,5,,IVR,PC - G3 AudioText,N
1947,4,,IVR,PC - G3 AudioText,N
19471,5,,IVR,PC - G3 AudioText,N
19474,5,,IVR,PC - G3 AudioText,N
19491,5,,IVR,PC - G3 AudioText,N
19494,5,,IVR,PC - G3 AudioText,N
19499,5,,IVR,PC - G3 AudioText,N
1950,4,,IVR,PC - G3 AudioText,N
19501,5,,IVR,PC - G3/ Audio Text,N
19504,5,,IVR,PC - G3 AudioText,N
19505,5,,IVR,Al Qudwa Company,N
1951,4,,IVR,PC - G3 AudioText,N
19511,5,,IVR,PC - G3 AudioText,N
19515,5,,IVR,PC - G3 AudioText,N
19519,5,,IVR,PC - G3 AudioText,N
1954,4,,IVR,PC - G3 AudioText,N
19543,5,,IVR,PC - G3 AudioText,N
1955,4,,IVR,PC - G3 AudioText,N
19550,5,,IVR,PC - G3 AudioText,N
19551,5,,IVR,PC - G3/ Audio Text,N
19557,5,,IVR,PC - G3 AudioText,N
19559,5,,IVR,PC - G3 AudioText,N
1956,4,,IVR,PC - G3 AudioText,N
1957,4,,IVR,PC - G3 AudioText,N
19578,5,,IVR,PC - G3 AudioText,N
1958,4,,IVR,PC - G3 AudioText,N
19583,5,,IVR,PC - G3 AudioText,N
1959,4,,IVR,PC - G3 AudioText,N
19591,5,,IVR,PC - G3 AudioText,N
19595,5,,IVR,PC - G3 AudioText,N
19596,5,,IVR,PC - G3 AudioText,N
1960,4,,IVR,PC - G3 AudioText,N
19608,5,,IVR,PC - G3 AudioText,N
1961,4,,IVR,PC - G3 AudioText,N
1962,4,,IVR,PC - G3 AudioText,N
1963,4,,IVR,PC - G3 AudioText,N
1964,4,,IVR,PC - G3 AudioText,N
19641,5,,IVR,PC - G3 AudioText,N
1965,4,,IVR,PC - G3 AudioText,N
1966,4,,IVR,PC - G3 AudioText,N
1967,4,,IVR,PC - G3 AudioText,N
1968,4,,IVR,PC - G3 AudioText,N
1969,4,,IVR,PC - G3 AudioText,N
1970,4,,IVR,PC - G3 AudioText,N
19701,5,,IVR,PC - G3 AudioText,N
19706,5,,IVR,PC - G3 AudioText,N
19707,5,,IVR,Gulf-Radio One,N
1971,4,,IVR,PC - G3 AudioText,N
19711,5,,IVR,PC - G3 AudioText,N
19713,5,,IVR,PC - G3 AudioText,N
19736,5,,IVR,PC - G3 AudioText,N
1974,4,,IVR,PC - G3 AudioText,N
1976,4,,IVR,PC - G3 AudioText,N
19775,5,,IVR,PC - G3 AudioText,N
19777,5,,IVR,Reach,N
1978,4,,IVR,PC - G3 AudioText,N
19782,5,,IVR,PC - G3 AudioText,N
1979,4,,IVR,PC - G3 AudioText,N
19791,5,,IVR,PC - G3 AudioText,N
1980,4,,IVR,PC - G3 AudioText,N
1981,4,,IVR,PC - G3 AudioText,N
1982,4,,IVR,PC - G3 AudioText,N
1983,4,,IVR,PC - G3 AudioText,N
1985,4,,IVR,PC - G3 AudioText,N
1986,4,,IVR,PC - G3 AudioText,N
1987,4,,IVR,PC - G3 AudioText,N
1988,4,,IVR,PC - G3 AudioText,N
1989,4,,IVR,PC - G3 AudioText,N
0,2,,International,Unknown,N
1,3,,International,USA and canada_Fixed,N
1242,6,,International,Bahamas_Fixed,N
1246260,9,,International,Barbados_Digicel(Barbados),N
1264,6,,International,Anguilla_Fixed,N
1268,6,,International,Antigua & Barbuda_Fixed,N
12687,7,,International,Antigua & Barbuda_APUA,N
1284,6,,International,British Virgin Islands_Fixed,N
1340,6,,International,US Virgin Islands_Fixed,N
1345,6,,International,Cayman Islands_Fixed,N
1441,6,,International,Bermuda_Fixed,N
144133,8,,International,Bermuda_Mobility,N
14415,7,,International,Bermuda_Telecommunication Ltd,N
14734,7,,International,Grenada_Digicel(Grenada),N
1649,6,,International,Turks and Caicos Islands_Fixed,N
1664,6,,International,Montserrat_Fixed,N
1670483,9,,International,Saipan_Guamcell Saipan,N
1670484,9,,International,Saipan_Saipan,N
1671,6,,International,Guam_Fixed,N
1684,6,,International,American Samoa_Fixed,N
1758,6,,International,St Lucia_Fixed,N
1758714,9,,International,St Lucia_Digicel(St Lucia),N
17587154,10,,International,St Lucia_Digicel(St Lucia),N
1767,6,,International,Dominica_Fixed,N
178452,8,,International,St Vincent_Digicel(St Vincent),N
1787590,9,,International,Puerto Rico_CCPR(Cingular),N
1809,6,,International,Dominican Republic_Fixed,N
1868686,9,,International,Trinidad&Tobago_Tr&To Telecom,N
1869,6,,International,Nevis_Fixed,N
1876,6,,International,Jamaica_Fixed,N
20,4,,International,Egypt_Fixed_Proper,N
2010,6,,International,Egypt_Vodafone,N
2011,6,,International,Egypt_Etisalat,N
2012,6,,International,Egypt_Mobinil,N
2014,6,,International,Egypt_Etisalat,N
2016,6,,International,Egypt_Vodafone,N
2017,6,,International,Egypt_Mobinil,N
2018,6,,International,Egypt_Mobinil,N
2019,6,,International,Egypt_Vodafone,N
202,5,,International,Egypt_Fixed_Cairo,N
211,5,,International,South Sudan,N
212,5,,International,MOROCCO_Fixed,N
212520,8,,International,MOROCCO_Fixed,N
212521,8,,International,MOROCCO_Fixed,N
212522,8,,International,MOROCCO_Fixed,N
212526,8,,International,MOROCCO_Fixed,N
212527,8,,International,MOROCCO_Fixed,N
212529,8,,International,MOROCCO_Fixed,N
212530,8,,International,MOROCCO_Fixed,N
212531,8,,International,MOROCCO_Fixed,N
212533,8,,International,MOROCCO_Fixed,N
212534,8,,International,MOROCCO_Fixed,N
212537,8,,International,MOROCCO_Fixed,N
212538,8,,International,MOROCCO_Fixed,N
21260,7,,International,Morroco_Medi,N
21261,7,,International,Morroco_IAM,N
212610,8,,International,MOROCCO_MAROC TELECOM,N
212611,8,,International,MOROCCO_MAROC TELECOM,N
212612,8,,International,MOROCCO_MEDITEL,N
212613,8,,International,MOROCCO_MAROC TELECOM,N
212614,8,,International,MOROCCO_MEDITEL,N
212615,8,,International,MOROCCO_MAROC TELECOM,N
212616,8,,International,MOROCCO_MAROC TELECOM,N
212617,8,,International,MOROCCO_MEDITEL,N
212618,8,,International,MOROCCO_MAROC TELECOM,N
212619,8,,International,MOROCCO_MEDITEL,N
21262,7,,International,Morocco_IAM,N
21263,7,,International,Morroco_Medi,N
21264,7,,International,Morroco_Medi,N
212640,8,,International,MOROCCO_WANA,N
212641,8,,International,MOROCCO_MAROC TELECOM,N
212642,8,,International,MOROCCO_MAROC TELECOM,N
212644,8,,International,MOROCCO_MEDITEL,N
212645,8,,International,MOROCCO_MEDITEL,N
212646,8,,International,MOROCCO_WANA,N
212647,8,,International,MOROCCO_WANA,N
212648,8,,International,MOROCCO_MAROC TELECOM,N
212649,8,,International,MOROCCO_MEDITEL,N
21265,7,,International,Morroco_Medi,N
212650,8,,International,MOROCCO_MAROC TELECOM,N
212651,8,,International,MOROCCO_MAROC TELECOM,N
212652,8,,International,MOROCCO_MAROC TELECOM,N
212653,8,,International,MOROCCO_MAROC TELECOM,N
212654,8,,International,MOROCCO_MAROC TELECOM,N
212655,8,,International,MOROCCO_MAROC TELECOM,N
212656,8,,International,MOROCCO_MEDITEL,N
212658,8,,International,MOROCCO_MAROC TELECOM,N
212659,8,,International,MOROCCO_MAROC TELECOM,N
21266,7,,International,Morroco_IAM,N
212660,8,,International,MOROCCO_MEDITEL,N
212661,8,,International,MOROCCO_MAROC TELECOM,N
212662,8,,International,MOROCCO_MAROC TELECOM,N
212663,8,,International,MOROCCO_MEDITEL,N
212664,8,,International,MOROCCO_MEDITEL,N
212665,8,,International,MOROCCO_MEDITEL,N
212666,8,,International,MOROCCO_MAROC TELECOM,N
212667,8,,International,MOROCCO_MAROC TELECOM,N
212668,8,,International,MOROCCO_MAROC TELECOM,N
212669,8,,International,MOROCCO_MEDITEL,N
21267,7,,International,Morroco_IAM,N
212670,8,,International,MOROCCO_MAROC TELECOM,N
212671,8,,International,MOROCCO_MAROC TELECOM,N
212672,8,,International,MOROCCO_MAROC TELECOM,N
212673,8,,International,MOROCCO_MAROC TELECOM,N
212674,8,,International,MOROCCO_MEDITEL,N
212675,8,,International,MOROCCO_MEDITEL,N
212676,8,,International,MOROCCO_MAROC TELECOM,N
212677,8,,International,MOROCCO_MAROC TELECOM,N
212678,8,,International,MOROCCO_MAROC TELECOM,N
212679,8,,International,MOROCCO_MEDITEL,N
21269,7,,International,Morroco_Medi,N
213,5,,International,Algeria_Fixed,N
2135,6,,International,Algeria_Wataniya Telecom Algeria,N
213550,8,,International,Algeria_WATANIYA,N
213551,8,,International,Algeria_WATANIYA,N
213552,8,,International,Algeria_WATANIYA,N
213553,8,,International,Algeria_WATANIYA,N
213554,8,,International,Algeria_WATANIYA,N
213555,8,,International,Algeria_WATANIYA,N
213556,8,,International,Algeria_WATANIYA,N
2136,6,,International,Algeria_Ministere P&T,N
21366,7,,International,Algeria_ATM (MOBILIS),N
21369,7,,International,Algeria_ATM (MOBILIS),N
2137,6,,International,Algeria_Orascom,N
21377,7,,International,Algeria_ORASCOM,N
21379,7,,International,Algeria_ORASCOM,N
21396190,10,,International,Algeria_Algerie Telecom,N
21396191,10,,International,Algeria_Orascom,N
21396192,10,,International,Algeria_Divona,N
213982,8,,International,Algeria_VOIP,N
213983,8,,International,Algeria_VOIP,N
216,5,,International,Tunisia_Fixed,N
2162,6,,International,Tunisia_Orascom Telecom,N
21620,7,,International,Tunisia_Orascom,N
21621,7,,International,Tunisia_Orascom,N
21622,7,,International,Tunisia_Orascom,N
21623,7,,International,Tunisia_Orascom,N
21624,7,,International,Tunisia_Orascom,N
21625,7,,International,Tunisia_Orascom,N
21626,7,,International,Tunisia_Orascom,N
21627,7,,International,Tunisia_Orascom,N
21640,7,,International,Tunisia_Tunisie Telecom,N
2165,6,,International,Tunisia_Orange,N
2169,6,,International,Tunisia_Tunisie Telecom,N
21690,7,,International,Tunisia_TunTel,N
21691,7,,International,Tunisia_TunTel,N
21694,7,,International,Tunisia_TunTel,N
21695,7,,International,Tunisia_TunTel,N
21696,7,,International,Tunisia_TunTel,N
21697,7,,International,Tunisia_TunTel,N
21698,7,,International,Tunisia_Orascom,N
21699,7,,International,Tunisia_TunTel,N
218,5,,International,Libya_Fixed,N
21891,7,,International,Libya_El Madar Telephone Co,N
21892,7,,International,Libya_Libyana,N
21894,7,,International,Libya_Mobile,N
220,5,,International,Gambia_Fixed,N
2207,6,,International,Gambia_Africell,N
2209,6,,International,Gambia_Gamcell,N
221,5,,International,Senegal Republic_Fixed,N
22153,7,,International,Senegal_Sonatel,N
22154,7,,International,Senegal_Sonatel,N
